Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9,Run-10,Run-11,Run-12,Run-13,Run-14,Run-15,Run-16,Run-17,Run-18,Run-19,Run-20,Run-21,Run-22,Run-23,Run-24,Run-25,Run-26,Run-27,Run-28,Run-29
24,1.360916769613222,4.102994518979193,0.0884618372626426,0.10596878806439308,0.09330718339559303,0.08187667610383723,0.09563243995309384,2.3135541555118575,0.11527047076227188,22.547846081034965,0.08712765817465314,0.08769465392768386,2.19779716360358,0.10269565637503916,0.0729406493637125,0.10992322262972141,1.3938282046368837,0.07322180819247916,1.9901846717558922,5.485965006050902,0.08039174059154879,0.08095476210485016,0.10816721126857104,0.12117398046436019,0.0912906893784067,0.08529941956866122,0.08959570852676553,2.3608624833692504,0.08211350490742797,0.0883711846228402,0.1007738303684807,0.49521224642628486
25,5.744249688375772,9.120788901973636,0.08718073316863176,0.1055577271398678,21.79044912839299,0.08187667610383723,0.0925085049459669,1.4992719836503126,0.11480428003368412,6.5172789131125,0.08371971600143141,0.08769465392768386,1.384875125905742,22.456072631824,0.07281184596411595,18.864705251836927,0.9540921522911524,0.07145702659877462,1.333080324125198,2.9857219858659367,0.08039174059154879,0.08041776883310287,0.10790210112386525,0.1207165793149524,23.777535416645502,21.64597425668471,0.08613257399428222,1.437077281695428,22.843035113275658,0.08836890151490995,23.11472977336418,0.3620504833462474
26,4.190254297249002,6.674917854216172,0.08383474775535708,0.10356984188509959,6.779116274725078,22.815505987276875,0.0917956298994626,1.059116882184644,0.11409596804869843,4.077713930699341,0.0814103234479339,20.505171630686505,0.8986721899687959,6.623562592270634,0.07281184596411595,5.93489660752205,0.6446433914987793,0.07042064232293337,0.8460778006103049,1.8570854749279784,24.25193990743887,0.07646376067698261,0.10710177034745004,0.1207165793149524,7.530510920013642,6.309718937699348,0.08280142403399066,0.9888938901631887,7.319166410291441,0.0870617398433496,5.897505264364418,0.2762465515878309
27,3.2678311188037283,5.525239162715677,0.08383474775535708,0.10054576450206074,3.763273845691736,7.158491482665176,0.0917956298994626,0.7933534491549521,0.11383887747828626,2.322056319791444,0.0814103234479339,6.098584480685581,0.6685648740281301,3.6824566094427493,23.8610545841306,3.830426398032581,0.45677368691170744,0.07042064232293337,0.6503293555353187,1.2207239347978445,7.068098688124213,0.0732312465175008,0.10699283975297806,20.664397113500613,4.181169531126459,3.5954286203613415,0.07676191044568087,0.7240680522794016,3.429582184760474,0.08463312187259092,2.7639279041741247,0.2187073449226242
28,4.554348344572465,7.512921068630589,22.77860710990668,0.09686356501133123,2.2325956339294226,3.5348105321304124,21.794314552616427,0.5739953700848637,0.11313241006483309,1.698180411408518,20.938946674498208,2.7439871678608476,0.4772262490941701,2.0958273550867808,7.1750772736190624,2.066992057137709,0.3282262515702696,26.691893441173576,0.4925092892807308,0.8390789416269108,4.182379541201935,0.07143648634906308,0.10639992610798611,6.931826148676382,2.278246743597542,1.9016477964971787,0.07496549922385971,0.5610185783234626,1.8823105041801371,0.07785122688578125,1.6980294931440378,0.1920741068858527
29,1.7984386812367825,2.1866160308377247,7.035449750115351,0.09549011378823885,1.4102403235426981,2.0933894934902137,6.388308903808913,0.43515759551572064,0.10940294949808195,1.0785411167981147,5.610544586794601,1.7166328625383,0.3783485424220667,1.309851293673439,3.6567748020918835,1.3627571708962152,0.2473877888161385,8.125853746339168,0.3996659106386953,0.6100616791715332,2.37532495578688,0.07143648634906308,0.10402002973376058,3.38445454139765,1.540656310631962,1.3261633886892774,0.06351260504473677,0.4082355333110983,1.259452251738111,0.07737643495700428,1.1170242070103733,0.16164506251417024
30,1.8224138060964834,4.244866722853766,3.201931121979195,0.09549011378823885,1.0521243692687026,1.2789133228682437,2.945221768072143,0.3376434084601454,0.10839512826268334,0.7480022387488631,3.3029399099168106,0.9431441047144591,0.29620913876411703,0.8284247102516948,2.4557347168861683,0.9789648212181622,0.17804190896795505,3.4966566094102682,0.31328889255937303,0.4864450457556501,1.596055252257971,24.011603871465397,0.10402002973376058,1.8435427468937289,1.0140850589516939,0.8112751598071076,0.061407581914927,0.3238852420550599,0.8592040974479165,0.07721630438253671,0.7813730553575282,0.1411744527339792
31,2.273929997111058,5.059132564998906,1.815221349549053,20.606151582098175,0.7270312088049473,0.7573896255883602,1.7256882449218534,0.28228660672201344,0.10546976758757722,0.5715550277557925,1.9093213925744787,0.6840783890944176,0.22484816801058732,0.5819856378195041,1.6492725353511228,0.7207555899202226,0.15232844447874286,2.3532771114244375,0.24798025772412277,0.36675866956552783,1.0096739330756372,6.928868154221833,20.612971907048045,1.254928321639486,0.7180702009012125,0.5101865233084794,0.061202350757365326,0.26583070519953167,0.6473712346491305,0.07721630438253671,0.5211566834799013,0.1290239856776535
32,1.822925249253551,4.341697673513492,1.1765014892673515,6.912987696929681,0.528401267487673,0.5798668186108101,1.1400765513415942,0.2382520172628554,0.10546976758757722,0.44274831320474706,1.3452318527952007,0.5092469331639,0.1805053077343892,0.4218474637558536,1.0395906880847643,0.5115939691510122,0.12886106179826423,1.4744159687140472,0.19894688302939795,0.29135928876771816,0.7496845382178798,3.6224409902396832,6.593715938956543,0.8623328603244983,0.4725369927060499,0.4056112490952911,0.06073437425201917,0.224979583203278,0.5043771455281918,23.433490913685553,0.40893794504498704,0.12301160766570643
33,1.6292353786175857,4.144106315337981,0.8059070481269262,3.345755782735681,0.37757512614999555,0.45484325463159625,0.8088437941451745,0.198858735146889,22.583336020447927,0.36575115006742887,1.0018471762269725,0.36682713783807114,0.1452211221196945,0.3272789482646629,0.7383050394177725,0.35985219235968957,0.10732760537862562,0.9783990605502247,0.1716195755537582,0.25414466308837935,0.5820994739308101,1.9183920192301416,3.315155464183631,0.6328320498217799,0.36189771455147457,0.3204356597893022,0.0606082999531912,0.1810319003534478,0.3946497850147288,7.269891960851562,0.3284916893246539,0.1198819092733851
34,0.80597218125676,1.405909465232308,0.6311567730050772,1.8847432725045319,0.3159460096147166,0.3532740054406823,0.6148076082375973,0.1764971793668238,7.2643947933535316,0.30358469877884053,0.684074221993155,0.2938160502504259,0.1304770515528803,0.27637914847184253,0.5735934815082211,0.27598417931003577,0.10077444903761695,0.7622620064902973,0.13514082440328182,0.2065833363897377,0.4316037672775639,1.1742660567610756,1.911052959371879,0.45143287813102595,0.2929203774309024,0.2853287406947531,0.0606082999531912,0.16436338861562003,0.32221890744833587,3.7180849742768416,0.2679234794846304,0.11587251854768758
35,1.398434385404182,4.658562821986478,0.46290428690521146,1.296456121597869,0.2675156221854798,0.2640753047466072,0.4721404302482134,0.15300039054834708,3.7022653808509776,0.22766188379386051,0.5549672581895485,0.2426352221770221,0.11856920792669556,0.2318503282874397,0.41233620319757464,0.23732448695234704,0.09675304032811846,0.5611800948481392,0.12073901943266901,0.18368303126847524,0.3440715566251575,0.8709229106668317,1.3034107962401382,0.356950065783471,0.23322668504454816,0.25033132949015163,26.18065503559057,0.14597783032340345,0.2632587952678099,2.0642241940683563,0.21953780795970712,0.11440724158071434
36,0.5606966399735135,1.076867386434343,0.3578425976342675,0.8367722371714136,0.22094109981064122,0.22657507909328498,0.3526959513829639,0.14023449748199726,1.9208192530792028,0.18709395277897337,0.41915541863128625,0.2038608134170904,0.11024092302420814,0.196523830384342,0.3406083475533051,0.19781174041054114,0.09668160223411112,0.41356133334740214,0.11391924914113881,0.16816762695594092,0.30290471606696656,0.682869104892564,0.8563811482810214,0.29320559236071525,0.18935768526880525,0.2129540534420593,5.990774072499966,0.1352524193192466,0.21368268217514078,1.1499207117169892,0.1808745465565012,0.10921691309331537
37,0.3752397472993712,0.541522606224727,0.29321754367343267,0.591819159794664,0.1725026639097883,0.18044390354771023,0.26672178320062384,0.13247537216776836,1.2393053773823008,0.16855155392889482,0.3270772318045501,0.17965228048637225,0.09796502598875155,0.1741851682796622,0.282578996681118,0.1675478835831402,0.09433676572676117,0.33695865450010865,0.11008150170118641,0.15511501724725663,0.2568572421644801,0.48776516458312347,0.6562496636947969,0.23058092529426835,0.16271582970515064,0.17909289973279152,2.9831852615591417,0.12185825006450808,0.16678750253848051,0.7735859526746671,0.16242148344777724,0.1055563599178614
38,0.2808608688587865,0.3334238276901325,0.2542420211809652,0.42515713017435997,0.1576008433501399,0.1597590636260745,0.22950359704207152,0.12263491554449985,0.8505130440104471,0.15460508116621535,0.25444560767987356,0.15519177911015647,0.08630227157747036,0.1458006689509709,0.21922508824567538,0.14332841765559323,0.09246972627383462,0.2690336455859412,0.10485616646215241,0.13521302049278766,0.219412307189689,0.3857953994214376,0.46158423406759713,0.19190489489938703,0.1447420543167851,0.15570928292831915,1.855322107931803,0.11293723970321362,0.1444016958055781,0.5423019873337555,0.14652526078576272,0.10530751325103965
39,0.221978489338747,0.22045187177659442,0.2063422792125375,0.33014586035283466,0.14946859891613268,0.13909729139216298,0.20515347417637578,0.11025345698897615,0.6297171716173794,0.13141825616100644,0.1904106576397468,0.13904890051518143,0.07846863047867154,0.13487998931870612,0.18690100025538398,0.1298419856280659,0.09246972627383462,0.21381153930018343,0.101248369117766,0.11108881637063013,0.18000732509422446,0.3323645211537414,0.3370266117510521,0.15767720987280115,0.129053178223033,0.14420666784384029,1.2348118939897277,0.10815207869507576,0.12262104004247397,0.4147800829165208,0.11358055361330324,0.10530751325103965
40,0.18300099282486174,0.15667351132940502,0.16938551697646181,0.27115606466032594,0.14568101556296084,0.11403839038293308,0.16968131869799852,0.10222802888146154,0.4610817253650711,0.11313958796380796,0.16489094275258,0.13033372945010904,0.07757074503999321,0.12030776937269384,0.16022728050813792,0.12531973004050648,0.09246972627384244,0.1837112857166289,0.10084371153297887,0.09320364573503402,0.151284423274452,0.24747429236318652,0.2571135396342761,0.14201571546184477,0.11233843775186915,0.13349976151627463,0.9018907737056535,0.09584349965929159,0.10552567301758561,0.34214204151229466,0.10032389868457706,0.10530751325102194
41,0.15507321626396778,0.10445827756473378,0.1491779486832114,0.22525040998058518,0.13000724708464217,0.10913288872582191,0.15266103737510126,0.09503280975466717,0.3700769078172211,0.1045105531062435,0.14205367826526244,0.12378293359149074,0.07757074503999321,0.11274107844188931,0.12866150174174137,0.11655702747515459,0.09246972627384244,0.13811466300822162,0.09964237153948402,0.0917506836445325,0.13354222607372324,0.199611764500732,0.21768215982148226,0.1292636019079395,0.10586016635792232,0.129504748103061,0.6102598552621584,0.09293263765216471,0.0968316868324335,0.27520013300476465,0.09700578360252458,0.10530751325102194
42,0.13662145743685142,0.07595682869375392,0.1279997937674231,0.19712260573117527,0.11981491603612743,0.09819305035987747,0.14501061324617204,0.09183006108021992,0.28150155152586204,0.08947514033414132,0.12705178507804699,0.118679981246011,0.07757074503999334,0.10210092246281127,0.11812840635153438,0.11455353333548282,0.09246972627384181,0.11728282658599337,0.09964237153948402,0.09029572730743124,0.11897939331017919,0.16911676664760933,0.18602154748242372,0.12390065325092431,0.10399592719783046,0.12635509656896013,0.4698160666464523,0.09293263765216471,0.08829793972956873,0.21835841601830744,0.08683800804847175,0.10530751325102132
43,0.12453476233271776,0.05656363638810523,0.12134140749939541,0.16778854448652863,0.11363728829951124,0.08966783797617645,0.13208048876341752,0.0894297625213142,0.22269588058389156,0.0885699161709008,0.12098630693168905,0.11452099434830523,0.07757074503999334,0.10016488686630537,0.1157208830088431,0.11328892721799082,0.09246972627384181,0.1049352062486013,0.0996423715394882,0.08755418788163066,0.11738925398458161,0.14984228916225806,0.15368007077989182,0.1209875218836867,0.10328351939657354,0.12162677423383197,0.3787817428319227,0.09293263765216833,0.08337214350857647,0.17467856673441318,0.08209547490478158,0.10530751325102132
44,0.11498585089386947,0.040108611857640544,0.10993223486342212,0.1422692928858462,0.10248597085937396,0.08759093921901459,0.12244237457407607,0.08728473670404796,0.17092046554351847,0.08777189957485493,0.11801008359594094,0.11391087820761389,0.07757074503999357,0.09987551739385372,0.1119523062350245,0.11145785833180735,0.09246972627383623,0.09995949406347034,0.0996423715394882,0.08415268203243856,0.1119902279866736,0.1356084569529361,0.13835355312739783,0.12032052686497398,0.10328351939657354,0.11860007234918818,0.2964865044315914,0.09293263765216833,0.08055949762841369,0.1481479674250087,0.07828547281250559,0.1053075132510311
45,0.10883384619381425,0.0303478660063216,0.107132096918724,0.12445854406665886,0.09691540454241729,0.08541636398297185,0.11507631815150621,0.08668010938101298,0.14230173095266252,0.08723748422232035,0.1102011329570412,0.11077371028655708,0.07757074503999357,0.09880469910179991,0.1119523062350245,0.11064831414864411,0.09246972627383623,0.09581632532602181,0.09964237153947456,0.08225654115197988,0.1111298141621581,0.11702070860388027,0.13037102469366102,0.12002788251637053,0.10328351939656409,0.11578603946036653,0.24546448928541403,0.09293263765217569,0.07847563943775614,0.13343980169458886,0.07642239138181357,0.1053075132510311
46,0.10396662067895106,0.025107764047520038,0.09458057187875354,0.1077836741193719,0.09597607286620768,0.08256405178259858,0.11476896644804475,0.08559929730841324,0.12224822757990325,0.08512731785967903,0.10875868583562776,0.10487872124331045,0.07757074503997795,0.09707766625915175,0.11195230623503977,0.10984359597675374,0.09246972627384287,0.09105877811521053,0.09964237153947456,0.08096836646446129,0.10504516412554225,0.11578859620111819,0.11635180208619131,0.11529079172419304,0.10328351939656409,0.10899875002617423,0.2187208888902786,0.09293263765217569,0.07798261206521208,0.12000481074240715,0.07642239138181357,0.10530751325103822
47,0.10047640951384373,0.018162734121674632,0.09425550176034445,0.09764593982114976,0.09597607286620768,0.07737775935113805,0.11476896644804475,0.08549503373919769,0.11293281382323093,0.08327043924371284,0.10655573149993414,0.10390322673017546,0.07757074503997795,0.09612620400849053,0.11195230623503977,0.10772264609119236,0.09246972627384287,0.08714359741388226,0.09964237153949083,0.08096836646446129,0.10236724330003215,0.11429861630863408,0.1119658507735268,0.11280346509362543,0.103283519396576,0.1071459427194363,0.17222701176110508,0.09293263765217298,0.0773318195197406,0.11242882590810173,0.07642239138180836,0.10530751325103822
48,0.09791290573406637,0.015096666939159079,0.09019406565197018,0.09394800451649525,0.09597607286620116,0.07737775935113805,0.11476896644803686,0.08549503373919769,0.10329949006388389,0.08327043924371284,0.10655573149993414,0.1022052800202358,0.07757074503998558,0.09128344015139127,0.1119523062350361,0.1057993168957024,0.09246972627384666,0.0863685068885208,0.09964237153949083,0.08096836646446519,0.10086829888130076,0.10445737553356414,0.10449522901086603,0.10896356859119326,0.103283519396576,0.10544585434762783,0.15255169757577192,0.09293263765217298,0.07616049887269385,0.10735296463815014,0.07642239138180836,0.10530751325102104
49,0.09568788566948606,0.01253151132619768,0.08811980959041145,0.09135460911844238,0.09597607286620116,0.07737775935114224,0.11476896644803686,0.0854950337392023,0.09297224986929062,0.08327043924370298,0.10655573149993076,0.10054341498942837,0.07757074503998558,0.09070720055472953,0.1119523062350361,0.10265316426081027,0.09246972627384666,0.08589284407386898,0.09964237153948327,0.08096836646446519,0.10086829888130076,0.09627187700927464,0.09594287483671243,0.10896356859119326,0.10328351939659415,0.1031900539313478,0.13123148937577234,0.09293263765217888,0.07515684811093101,0.10277468650842114,0.0764223913818198,0.10530751325102104
